Unnamed: 0,y,x,heading,distance,carvature,speedMode,steer,velocity,status,type
831,36.62552269,-160.6239044,159.681,0.212089486,0.01440112,0,0,0,good,GPS
832,36.70081806,-160.8110317,159.858,0.201707748,0.01531539,0,0,0,good,GPS
833,36.78660731,-161.0090675,160.035,0.215819334,0.014313976,0,0,0,good,GPS
834,36.86190269,-161.1961948,160.211,0.201707749,0.015228862,0,0,0,good,GPS
835,36.92707183,-161.3945671,160.384,0.208802698,0.014460635,0,0,0,good,GPS
836,37.00236721,-161.5816944,160.558,0.201707749,0.015055807,0,0,0,good,GPS
837,37.07784641,-161.7798984,160.724,0.212089488,0.013660491,0,0,0,good,GPS
838,37.15314179,-161.9670257,160.894,0.20170775,0.014709696,0,0,0,good,GPS
839,37.21812712,-162.1543212,161.071,0.198249076,0.015582583,0,0,0,good,GPS
840,37.29360633,-162.3525252,161.251,0.21208949,0.014812581,0,0,0,good,GPS
841,37.36890171,-162.5396525,161.434,0.201707751,0.015834555,0,0,0,good,GPS
842,37.4441971,-162.7267798,161.6,0.201707751,0.014363586,0,0,0,normal,GPS
843,37.50918243,-162.9140753,161.764,0.198249077,0.0144381,0,0,0,normal,GPS
844,37.58447782,-163.1012026,161.915,0.201707752,0.013065671,0,0,0,normal,GPS
845,37.64946316,-163.2884981,162.08,0.198249077,0.014526137,0,0,0,normal,GPS
846,37.7144485,-163.4757936,162.243,0.198249078,0.014350063,0,0,0,normal,GPS
847,37.78974389,-163.6629209,162.407,0.201707754,0.01419053,0,0,0,good,GPS
848,37.85491306,-163.8612931,162.575,0.208802701,0.014042697,0,0,0,good,GPS
849,37.9198984,-164.0485886,162.744,0.19824908,0.014878286,0,0,0,good,GPS
850,37.98488374,-164.2358841,162.907,0.198249079,0.014350063,0,0,0,good,GPS
851,38.04986909,-164.4231796,163.067,0.19824908,0.014085951,0,0,0,good,GPS
852,38.11485443,-164.6104751,163.222,0.198249079,0.013645765,0,0,0,good,GPS
853,38.16952972,-164.7979388,163.377,0.195274238,0.013853647,0,0,0,good,GPS
854,38.23451507,-164.9852343,163.536,0.19824908,0.013997914,0,0,0,good,GPS
855,38.29950042,-165.1725298,163.7,0.198249081,0.0144381,0,0,0,good,GPS
856,38.35417571,-165.3599935,163.873,0.195274239,0.015462457,0,0,0,good,GPS
857,38.41916106,-165.547289,164.043,0.198249082,0.014966323,0,0,0,good,GPS
858,38.47383636,-165.7347527,164.2,0.195274239,0.014032404,0,0,0,good,GPS
859,38.53882171,-165.9220482,164.348,0.198249081,0.013029505,0,0,0,good,GPS
860,38.59331319,-166.0984351,164.496,0.184612238,0.013991961,0,0,0,good,GPS
861,38.64798849,-166.2858988,164.651,0.19527424,0.013853647,0,0,0,good,GPS
862,38.70266378,-166.4733626,164.809,0.19527424,0.014121782,0,0,0,good,GPS
863,38.76764915,-166.660658,164.978,0.198249083,0.014878285,0,0,0,good,GPS
864,38.82232445,-166.8481217,165.143,0.195274241,0.01474743,0,0,0,good,GPS
865,38.87681593,-167.0245087,165.308,0.184612239,0.015599146,0,0,0,good,GPS
866,38.92118117,-167.2121406,165.463,0.192805628,0.014031024,0,0,0,good,GPS
867,38.97585648,-167.3996043,165.612,0.195274241,0.013317376,0,0,0,normal,GPS
868,39.02022172,-167.5872362,165.753,0.19280563,0.012763705,0,0,0,normal,GPS
869,39.06458697,-167.7748682,165.886,0.192805629,0.012039524,0,0,0,normal,GPS
870,39.1087684,-167.9514233,166.015,0.181999243,0.012370792,0,0,0,normal,GPS
871,39.15313365,-168.1390552,166.146,0.192805629,0.011858478,0,0,0,normal,GPS
872,39.1974989,-168.3266871,166.264,0.192805629,0.010681683,0,0,0,good,GPS
873,39.25199038,-168.5030741,166.373,0.184612241,0.01030489,0,0,0,good,GPS
874,39.29635564,-168.690706,166.469,0.192805628,0.008690182,0,0,0,good,GPS
875,39.34053707,-168.8672612,166.563,0.181999243,0.009014375,0,0,0,good,GPS
876,39.38471849,-169.0438163,166.652,0.181999243,0.008534887,0,0,0,good,GPS
877,39.43939381,-169.23128,166.735,0.195274243,0.007418404,0,0,0,good,GPS
878,39.48357524,-169.4078352,166.822,0.181999245,0.008343092,0,0,0,good,GPS
879,39.52775667,-169.5843904,166.922,0.181999242,0.009589761,0,0,0,good,GPS
880,39.57212193,-169.7720223,167.026,0.19280563,0.009414364,0,0,0,good,GPS
881,39.61630337,-169.9485774,167.127,0.181999243,0.009685659,0,0,0,good,GPS
882,39.6604848,-170.1251326,167.218,0.181999244,0.008726682,0,0,0,good,GPS
883,39.70466624,-170.3016878,167.303,0.181999244,0.008151297,0,0,0,good,GPS
884,39.74884767,-170.4782429,167.387,0.181999245,0.008055399,0,0,0,good,GPS
885,39.79302911,-170.6547981,167.454,0.181999243,0.00642514,0,0,0,good,GPS
886,39.83721054,-170.8313533,167.54,0.181999245,0.008247194,0,0,0,good,GPS
887,39.88139198,-171.0079084,167.636,0.181999244,0.009206171,0,0,0,good,GPS
888,39.92630872,-171.2287706,167.775,0.22538325,0.010763922,0,0,0,good,GPS
889,39.9813517,-171.4383878,167.911,0.216723559,0.010952422,0,0,0,good,GPS
890,40.02553314,-171.614943,168.006,0.181999246,0.009110273,0,0,0,good,GPS
891,40.06971458,-171.7914981,168.081,0.181999245,0.007192321,0,0,0,good,GPS
892,40.1144475,-172.0012835,168.185,0.21450164,0.008462138,0,0,0,good,GPS
893,40.15862894,-172.1778387,168.272,0.181999246,0.008343092,0,0,0,good,GPS
894,40.20336186,-172.3876241,168.385,0.21450164,0.009194438,0,0,0,good,GPS
895,40.24809478,-172.5974095,168.509,0.21450164,0.010089472,0,0,0,good,GPS
896,40.29227622,-172.7739647,168.607,0.181999246,0.009397966,0,0,0,normal,GPS
897,40.33700915,-172.9837501,168.725,0.214501642,0.009601272,0,0,0,normal,GPS
